product_id,title,category,brand,price,rating,tags,description,image_url
109,Monopod,mobile-accessories,TechGear,19.99,4.43,electronics|camera accessories,"The Monopod is a versatile camera accessory for stable and adjustable shooting. Perfect for capturing selfies, group photos, and videos with ease.",https://cdn.dummyjson.com/product-images/mobile-accessories/monopod/1.webp
110,Selfie Lamp with iPhone,mobile-accessories,GadgetMaster,14.99,3.55,electronics|selfie accessories,The Selfie Lamp with iPhone is a portable and adjustable LED light designed to enhance your selfies and video calls. Attach it to your iPhone for well-lit photos.,https://cdn.dummyjson.com/product-images/mobile-accessories/selfie-lamp-with-iphone/1.webp
111,Selfie Stick Monopod,mobile-accessories,SnapTech,12.99,3.88,electronics|selfie accessories,The Selfie Stick Monopod is a extendable and foldable device for capturing the perfect selfie or group photo. Compatible with smartphones and cameras.,https://cdn.dummyjson.com/product-images/mobile-accessories/selfie-stick-monopod/1.webp
112,TV Studio Camera Pedestal,mobile-accessories,ProVision,499.99,2.78,electronics|camera accessories,The TV Studio Camera Pedestal is a professional-grade camera support system for smooth and precise camera movements in a studio setting. Ideal for broadcast and production.,https://cdn.dummyjson.com/product-images/mobile-accessories/tv-studio-camera-pedestal/1.webp
113,Generic Motorcycle,motorcycle,Generic Motors,3999.99,4.91,motorcycles,"The Generic Motorcycle is a versatile and reliable bike suitable for various riding preferences. With a balanced design, it provides a comfortable and efficient riding experience.",https://cdn.dummyjson.com/product-images/motorcycle/generic-motorcycle/1.webp
114,Kawasaki Z800,motorcycle,Kawasaki,8999.99,3.98,motorcycles|sportbikes,"The Kawasaki Z800 is a powerful and agile sportbike known for its striking design and performance. It's equipped with advanced features, making it a favorite among motorcycle enthusiasts.",https://cdn.dummyjson.com/product-images/motorcycle/kawasaki-z800/1.webp
115,MotoGP CI.H1,motorcycle,MotoGP,14999.99,2.97,motorcycles|sportbikes,The MotoGP CI.H1 is a high-performance motorcycle inspired by MotoGP racing technology. It offers cutting-edge features and precision engineering for an exhilarating riding experience.,https://cdn.dummyjson.com/product-images/motorcycle/motogp-ci.h1/1.webp
116,Scooter Motorcycle,motorcycle,ScootMaster,2999.99,2.53,motorcycles|scooters,The Scooter Motorcycle is a practical and fuel-efficient bike ideal for urban commuting. It features a step-through design and user-friendly controls for easy maneuverability.,https://cdn.dummyjson.com/product-images/motorcycle/scooter-motorcycle/1.webp
117,Sportbike Motorcycle,motorcycle,SpeedMaster,7499.99,3.94,motorcycles|sportbikes,"The Sportbike Motorcycle is designed for speed and agility, with a sleek and aerodynamic profile. It's suitable for riders looking for a dynamic and thrilling riding experience.",https://cdn.dummyjson.com/product-images/motorcycle/sportbike-motorcycle/1.webp
118,Attitude Super Leaves Hand Soap,skin-care,Attitude,8.99,3.19,personal care|hand soap,"Attitude Super Leaves Hand Soap is a natural and nourishing hand soap enriched with the goodness of super leaves. It cleanses and moisturizes your hands, leaving them feeling fresh and soft.",https://cdn.dummyjson.com/product-images/skin-care/attitude-super-leaves-hand-soap/1.webp
119,Olay Ultra Moisture Shea Butter Body Wash,skin-care,Olay,12.99,4.51,personal care|body wash,Olay Ultra Moisture Shea Butter Body Wash is a luxurious body wash that hydrates and nourishes your skin with the moisturizing power of shea butter. Enjoy a rich lather and silky-smooth skin.,https://cdn.dummyjson.com/product-images/skin-care/olay-ultra-moisture-shea-butter-body-wash/1.webp
120,Vaseline Men Body and Face Lotion,skin-care,Vaseline,9.99,3.16,personal care|body lotion,Vaseline Men Body and Face Lotion is a specially formulated lotion designed to provide long-lasting moisture to men's skin. It absorbs quickly and helps keep the skin hydrated and healthy.,https://cdn.dummyjson.com/product-images/skin-care/vaseline-men-body-and-face-lotion/1.webp
121,iPhone 5s,smartphones,Apple,199.99,2.83,smartphones|apple,"The iPhone 5s is a classic smartphone known for its compact design and advanced features during its release. While it's an older model, it still provides a reliable user experience.",https://cdn.dummyjson.com/product-images/smartphones/iphone-5s/1.webp
122,iPhone 6,smartphones,Apple,299.99,3.41,smartphones|apple,"The iPhone 6 is a stylish and capable smartphone with a larger display and improved performance. It introduced new features and design elements, making it a popular choice in its time.",https://cdn.dummyjson.com/product-images/smartphones/iphone-6/1.webp
123,iPhone 13 Pro,smartphones,Apple,1099.99,4.12,smartphones|apple,"The iPhone 13 Pro is a cutting-edge smartphone with a powerful camera system, high-performance chip, and stunning display. It offers advanced features for users who demand top-notch technology.",https://cdn.dummyjson.com/product-images/smartphones/iphone-13-pro/1.webp
124,iPhone X,smartphones,Apple,899.99,2.51,smartphones|apple,"The iPhone X is a flagship smartphone featuring a bezel-less OLED display, facial recognition technology (Face ID), and impressive performance. It represents a milestone in iPhone design and innovation.",https://cdn.dummyjson.com/product-images/smartphones/iphone-x/1.webp
125,Oppo A57,smartphones,Oppo,249.99,3.94,smartphones|oppo,"The Oppo A57 is a mid-range smartphone known for its sleek design and capable features. It offers a balance of performance and affordability, making it a popular choice.",https://cdn.dummyjson.com/product-images/smartphones/oppo-a57/1.webp
126,Oppo F19 Pro Plus,smartphones,Oppo,399.99,3.51,smartphones|oppo,The Oppo F19 Pro Plus is a feature-rich smartphone with a focus on camera capabilities. It boasts advanced photography features and a powerful performance for a premium user experience.,https://cdn.dummyjson.com/product-images/smartphones/oppo-f19-pro-plus/1.webp
127,Oppo K1,smartphones,Oppo,299.99,4.25,smartphones|oppo,"The Oppo K1 series offers a range of smartphones with various features and specifications. Known for their stylish design and reliable performance, the Oppo K1 series caters to diverse user preferences.",https://cdn.dummyjson.com/product-images/smartphones/oppo-k1/1.webp
128,Realme C35,smartphones,Realme,149.99,4.2,smartphones|realme,The Realme C35 is a budget-friendly smartphone with a focus on providing essential features for everyday use. It offers a reliable performance and user-friendly experience.,https://cdn.dummyjson.com/product-images/smartphones/realme-c35/1.webp
129,Realme X,smartphones,Realme,299.99,3.7,smartphones|realme,The Realme X is a mid-range smartphone known for its sleek design and impressive display. It offers a good balance of performance and camera capabilities for users seeking a quality device.,https://cdn.dummyjson.com/product-images/smartphones/realme-x/1.webp
130,Realme XT,smartphones,Realme,349.99,4.58,smartphones|realme,"The Realme XT is a feature-rich smartphone with a focus on camera technology. It comes equipped with advanced camera sensors, delivering high-quality photos and videos for photography enthusiasts.",https://cdn.dummyjson.com/product-images/smartphones/realme-xt/1.webp
131,Samsung Galaxy S7,smartphones,Samsung,299.99,3.3,smartphones|samsung galaxy,"The Samsung Galaxy S7 is a flagship smartphone known for its sleek design and advanced features. It features a high-resolution display, powerful camera, and robust performance.",https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s7/1.webp
132,Samsung Galaxy S8,smartphones,Samsung,499.99,4.4,smartphones|samsung galaxy,"The Samsung Galaxy S8 is a premium smartphone with an Infinity Display, offering a stunning visual experience. It boasts advanced camera capabilities and cutting-edge technology.",https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s8/1.webp
133,Samsung Galaxy S10,smartphones,Samsung,699.99,3.06,smartphones|samsung galaxy,"The Samsung Galaxy S10 is a flagship device featuring a dynamic AMOLED display, versatile camera system, and powerful performance. It represents innovation and excellence in smartphone technology.",https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s10/1.webp
134,Vivo S1,smartphones,Vivo,249.99,3.5,smartphones|vivo,"The Vivo S1 is a stylish and mid-range smartphone offering a blend of design and performance. It features a vibrant display, capable camera system, and reliable functionality.",https://cdn.dummyjson.com/product-images/smartphones/vivo-s1/1.webp
135,Vivo V9,smartphones,Vivo,299.99,3.6,smartphones|vivo,"The Vivo V9 is a smartphone known for its sleek design and emphasis on capturing high-quality selfies. It features a notch display, dual-camera setup, and a modern design.",https://cdn.dummyjson.com/product-images/smartphones/vivo-v9/1.webp
136,Vivo X21,smartphones,Vivo,499.99,4.26,smartphones|vivo,"The Vivo X21 is a premium smartphone with a focus on cutting-edge technology. It features an in-display fingerprint sensor, a high-resolution display, and advanced camera capabilities.",https://cdn.dummyjson.com/product-images/smartphones/vivo-x21/1.webp
137,American Football,sports-accessories,,19.99,4.91,sports equipment|american football,"The American Football is a classic ball used in American football games. It is designed for throwing and catching, making it an essential piece of equipment for the sport.",https://cdn.dummyjson.com/product-images/sports-accessories/american-football/1.webp
138,Baseball Ball,sports-accessories,,8.99,2.57,sports equipment|baseball,"The Baseball Ball is a standard baseball used in baseball games. It features a durable leather cover and is designed for pitching, hitting, and fielding in the game of baseball.",https://cdn.dummyjson.com/product-images/sports-accessories/baseball-ball/1.webp
139,Baseball Glove,sports-accessories,,24.99,3.96,sports equipment|baseball,"The Baseball Glove is a protective glove worn by baseball players. It is designed to catch and field the baseball, providing players with comfort and control during the game.",https://cdn.dummyjson.com/product-images/sports-accessories/baseball-glove/1.webp
140,Basketball,sports-accessories,,14.99,4.66,sports equipment|basketball,"The Basketball is a standard ball used in basketball games. It is designed for dribbling, shooting, and passing in the game of basketball, suitable for both indoor and outdoor play.",https://cdn.dummyjson.com/product-images/sports-accessories/basketball/1.webp
141,Basketball Rim,sports-accessories,,39.99,4.6,sports equipment|basketball,The Basketball Rim is a sturdy hoop and net assembly mounted on a basketball backboard. It provides a target for shooting and scoring in the game of basketball.,https://cdn.dummyjson.com/product-images/sports-accessories/basketball-rim/1.webp
142,Cricket Ball,sports-accessories,,12.99,3.53,sports equipment|cricket,"The Cricket Ball is a hard leather ball used in the sport of cricket. It is bowled and batted in the game, and its hardness and seam contribute to the dynamics of cricket play.",https://cdn.dummyjson.com/product-images/sports-accessories/cricket-ball/1.webp
143,Cricket Bat,sports-accessories,,29.99,3.17,sports equipment|cricket,The Cricket Bat is an essential piece of cricket equipment used by batsmen to hit the cricket ball. It is made of wood and comes in various sizes and designs.,https://cdn.dummyjson.com/product-images/sports-accessories/cricket-bat/1.webp
144,Cricket Helmet,sports-accessories,,44.99,4.69,sports equipment|cricket,"The Cricket Helmet is a protective headgear worn by cricket players, especially batsmen and wicketkeepers. It provides protection against fast bowling and bouncers.",https://cdn.dummyjson.com/product-images/sports-accessories/cricket-helmet/1.webp
145,Cricket Wicket,sports-accessories,,29.99,4.73,sports equipment|cricket,"The Cricket Wicket is a set of three stumps and two bails, forming a wicket used in the sport of cricket. Batsmen aim to protect the wicket while scoring runs.",https://cdn.dummyjson.com/product-images/sports-accessories/cricket-wicket/1.webp
146,Feather Shuttlecock,sports-accessories,,5.99,2.85,sports equipment|badminton,"The Feather Shuttlecock is used in the sport of badminton. It features natural feathers and is designed for high-speed play, providing stability and accuracy during matches.",https://cdn.dummyjson.com/product-images/sports-accessories/feather-shuttlecock/1.webp
147,Football,sports-accessories,,17.99,3.28,sports equipment|football,"The Football, also known as a soccer ball, is the standard ball used in the sport of football (soccer). It is designed for kicking and passing in the game.",https://cdn.dummyjson.com/product-images/sports-accessories/football/1.webp
148,Golf Ball,sports-accessories,,9.99,4.3,sports equipment|golf,"The Golf Ball is a small ball used in the sport of golf. It features dimples on its surface, providing aerodynamic lift and distance when struck by a golf club.",https://cdn.dummyjson.com/product-images/sports-accessories/golf-ball/1.webp
149,Iron Golf,sports-accessories,,49.99,4.41,sports equipment|golf,"The Iron Golf is a type of golf club designed for various golf shots. It features a solid metal head and is used for approach shots, chipping, and other golfing techniques.",https://cdn.dummyjson.com/product-images/sports-accessories/iron-golf/1.webp
150,Metal Baseball Bat,sports-accessories,,29.99,4.66,sports equipment|baseball,The Metal Baseball Bat is a durable and lightweight baseball bat made from metal alloys. It is commonly used in baseball games for hitting and batting practice.,https://cdn.dummyjson.com/product-images/sports-accessories/metal-baseball-bat/1.webp
151,Tennis Ball,sports-accessories,,6.99,4.06,sports equipment|tennis,The Tennis Ball is a standard ball used in the sport of tennis. It is designed for bouncing and hitting with tennis rackets during matches or practice sessions.,https://cdn.dummyjson.com/product-images/sports-accessories/tennis-ball/1.webp
152,Tennis Racket,sports-accessories,,49.99,4.03,sports equipment|tennis,"The Tennis Racket is an essential piece of equipment used in the sport of tennis. It features a frame with strings and a grip, allowing players to hit the tennis ball.",https://cdn.dummyjson.com/product-images/sports-accessories/tennis-racket/1.webp
153,Volleyball,sports-accessories,,11.99,3.84,sports equipment|volleyball,"The Volleyball is a standard ball used in the sport of volleyball. It is designed for passing, setting, and spiking over the net during volleyball matches.",https://cdn.dummyjson.com/product-images/sports-accessories/volleyball/1.webp
154,Black Sun Glasses,sunglasses,Fashion Shades,29.99,4.41,eyewear|sunglasses,"The Black Sun Glasses are a classic and stylish choice, featuring a sleek black frame and tinted lenses. They provide both UV protection and a fashionable look.",https://cdn.dummyjson.com/product-images/sunglasses/black-sun-glasses/1.webp
155,Classic Sun Glasses,sunglasses,Fashion Shades,24.99,3.86,eyewear|sunglasses,The Classic Sun Glasses offer a timeless design with a neutral frame and UV-protected lenses. These sunglasses are versatile and suitable for various occasions.,https://cdn.dummyjson.com/product-images/sunglasses/classic-sun-glasses/1.webp
156,Green and Black Glasses,sunglasses,Fashion Shades,34.99,4.55,eyewear|sunglasses,"The Green and Black Glasses feature a bold combination of green and black colors, adding a touch of vibrancy to your eyewear collection. They are both stylish and eye-catching.",https://cdn.dummyjson.com/product-images/sunglasses/green-and-black-glasses/1.webp
157,Party Glasses,sunglasses,Fashion Fun,19.99,2.79,eyewear|party glasses,"The Party Glasses are designed to add flair to your party outfit. With unique shapes or colorful frames, they're perfect for adding a playful touch to your look during celebrations.",https://cdn.dummyjson.com/product-images/sunglasses/party-glasses/1.webp
158,Sunglasses,sunglasses,Fashion Shades,22.99,3.02,eyewear|sunglasses,The Sunglasses offer a classic and simple design with a focus on functionality. These sunglasses provide essential UV protection while maintaining a timeless look.,https://cdn.dummyjson.com/product-images/sunglasses/sunglasses/1.webp
159,iPad Mini 2021 Starlight,tablets,Apple,499.99,3.18,electronics|tablets,"The iPad Mini 2021 in Starlight is a compact and powerful tablet from Apple. Featuring a stunning Retina display, powerful A-series chip, and a sleek design, it offers a premium tablet experience.",https://cdn.dummyjson.com/product-images/tablets/ipad-mini-2021-starlight/1.webp
160,Samsung Galaxy Tab S8 Plus Grey,tablets,Samsung,599.99,4.68,electronics|tablets,"The Samsung Galaxy Tab S8 Plus in Grey is a high-performance Android tablet by Samsung. With a large AMOLED display, powerful processor, and S Pen support, it's ideal for productivity and entertainment.",https://cdn.dummyjson.com/product-images/tablets/samsung-galaxy-tab-s8-plus-grey/1.webp
161,Samsung Galaxy Tab White,tablets,Samsung,349.99,3.72,electronics|tablets,"The Samsung Galaxy Tab in White is a sleek and versatile Android tablet. With a vibrant display, long-lasting battery, and a range of features, it offers a great user experience for various tasks.",https://cdn.dummyjson.com/product-images/tablets/samsung-galaxy-tab-white/1.webp
162,Blue Frock,tops,,29.99,4.17,clothing|dresses,"The Blue Frock is a charming and stylish dress for various occasions. With a vibrant blue color and a comfortable design, it adds a touch of elegance to your wardrobe.",https://cdn.dummyjson.com/product-images/tops/blue-frock/1.webp
163,Girl Summer Dress,tops,,19.99,4.77,clothing|girls' dresses,"The Girl Summer Dress is a cute and breezy dress designed for warm weather. With playful patterns and lightweight fabric, it's perfect for keeping cool and stylish during the summer.",https://cdn.dummyjson.com/product-images/tops/girl-summer-dress/1.webp
164,Gray Dress,tops,,34.99,2.72,clothing|dresses,"The Gray Dress is a versatile and chic option for various occasions. With a neutral gray color, it can be dressed up or down, making it a wardrobe staple for any fashion-forward individual.",https://cdn.dummyjson.com/product-images/tops/gray-dress/1.webp
165,Short Frock,tops,,24.99,3.23,clothing|dresses,"The Short Frock is a playful and trendy dress with a shorter length. Ideal for casual outings or special occasions, it combines style and comfort for a fashionable look.",https://cdn.dummyjson.com/product-images/tops/short-frock/1.webp
166,Tartan Dress,tops,,39.99,4.05,clothing|dresses,"The Tartan Dress features a classic tartan pattern, bringing a timeless and sophisticated touch to your wardrobe. Perfect for fall and winter, it adds a hint of traditional charm.",https://cdn.dummyjson.com/product-images/tops/tartan-dress/1.webp
167,300 Touring,vehicle,Chrysler,28999.99,4.05,sedans|vehicles,"The 300 Touring is a stylish and comfortable sedan, known for its luxurious features and smooth performance.",https://cdn.dummyjson.com/product-images/vehicle/300-touring/1.webp
168,Charger SXT RWD,vehicle,Dodge,32999.99,2.58,sedans|sports cars|vehicles,"The Charger SXT RWD is a powerful and sporty rear-wheel-drive sedan, offering a blend of performance and practicality.",https://cdn.dummyjson.com/product-images/vehicle/charger-sxt-rwd/1.webp
169,Dodge Hornet GT Plus,vehicle,Dodge,24999.99,2.65,hatchbacks|compact cars|vehicles,"The Dodge Hornet GT Plus is a compact and agile hatchback, perfect for urban driving with a touch of sportiness.",https://cdn.dummyjson.com/product-images/vehicle/dodge-hornet-gt-plus/1.webp
170,Durango SXT RWD,vehicle,Dodge,36999.99,4.07,suvs|vehicles,"The Durango SXT RWD is a spacious and versatile SUV, known for its strong performance and family-friendly features.",https://cdn.dummyjson.com/product-images/vehicle/durango-sxt-rwd/1.webp
171,Pacifica Touring,vehicle,Chrysler,31999.99,3.62,minivans|vehicles,"The Pacifica Touring is a stylish and well-equipped minivan, offering comfort and convenience for family journeys.",https://cdn.dummyjson.com/product-images/vehicle/pacifica-touring/1.webp
172,Blue Women's Handbag,womens-bags,Fashionista,49.99,2.92,fashion accessories|handbags,"The Blue Women's Handbag is a stylish and spacious accessory for everyday use. With a vibrant blue color and multiple compartments, it combines fashion and functionality.",https://cdn.dummyjson.com/product-images/womens-bags/blue-women's-handbag/1.webp
173,Heshe Women's Leather Bag,womens-bags,Heshe,129.99,4.92,fashion accessories|leather bags,"The Heshe Women's Leather Bag is a luxurious and high-quality leather bag for the sophisticated woman. With a timeless design and durable craftsmanship, it's a versatile accessory.",https://cdn.dummyjson.com/product-images/womens-bags/heshe-women's-leather-bag/1.webp
174,Prada Women Bag,womens-bags,Prada,599.99,2.71,fashion accessories|designer bags,"The Prada Women Bag is an iconic designer bag that exudes elegance and luxury. Crafted with precision and featuring the Prada logo, it's a statement piece for fashion enthusiasts.",https://cdn.dummyjson.com/product-images/womens-bags/prada-women-bag/1.webp
175,White Faux Leather Backpack,womens-bags,Urban Chic,39.99,3.36,fashion accessories|backpacks,"The White Faux Leather Backpack is a trendy and practical backpack for the modern woman. With a sleek white design and ample storage space, it's perfect for both casual and on-the-go styles.",https://cdn.dummyjson.com/product-images/womens-bags/white-faux-leather-backpack/1.webp
176,Women Handbag Black,womens-bags,Elegance Collection,59.99,2.89,fashion accessories|handbags,"The Women Handbag in Black is a classic and versatile accessory that complements various outfits. With a timeless black color and functional design, it's a must-have in every woman's wardrobe.",https://cdn.dummyjson.com/product-images/womens-bags/women-handbag-black/1.webp
177,Black Women's Gown,womens-dresses,,129.99,3.64,clothing|gowns,"The Black Women's Gown is an elegant and timeless evening gown. With a sleek black design, it's perfect for formal events and special occasions, exuding sophistication and style.",https://cdn.dummyjson.com/product-images/womens-dresses/black-women's-gown/1.webp
178,Corset Leather With Skirt,womens-dresses,,89.99,3.05,clothing|corsets|skirts,"The Corset Leather With Skirt is a bold and edgy ensemble that combines a stylish corset with a matching skirt. Ideal for fashion-forward individuals, it makes a statement at any event.",https://cdn.dummyjson.com/product-images/womens-dresses/corset-leather-with-skirt/1.webp
179,Corset With Black Skirt,womens-dresses,,79.99,4.52,clothing|corsets|skirts,The Corset With Black Skirt is a chic and versatile outfit that pairs a fashionable corset with a classic black skirt. It offers a trendy and coordinated look for various occasions.,https://cdn.dummyjson.com/product-images/womens-dresses/corset-with-black-skirt/1.webp
180,Dress Pea,womens-dresses,,49.99,4.88,clothing|dresses,"The Dress Pea is a stylish and comfortable dress with a pea pattern. Perfect for casual outings, it adds a playful and fun element to your wardrobe, making it a great choice for day-to-day wear.",https://cdn.dummyjson.com/product-images/womens-dresses/dress-pea/1.webp
181,Marni Red & Black Suit,womens-dresses,,179.99,4.48,clothing|suits,"The Marni Red & Black Suit is a sophisticated and fashion-forward suit ensemble. With a combination of red and black tones, it showcases a modern design for a bold and confident look.",https://cdn.dummyjson.com/product-images/womens-dresses/marni-red-&-black-suit/1.webp
182,Green Crystal Earring,womens-jewellery,,29.99,3.96,fashion accessories|earrings,"The Green Crystal Earring is a dazzling accessory that features a vibrant green crystal. With a classic design, it adds a touch of elegance to your ensemble, perfect for formal or special occasions.",https://cdn.dummyjson.com/product-images/womens-jewellery/green-crystal-earring/1.webp
183,Green Oval Earring,womens-jewellery,,24.99,3.57,fashion accessories|earrings,"The Green Oval Earring is a stylish and versatile accessory with a unique oval shape. Whether for casual or dressy occasions, its green hue and contemporary design make it a standout piece.",https://cdn.dummyjson.com/product-images/womens-jewellery/green-oval-earring/1.webp
184,Tropical Earring,womens-jewellery,,19.99,4.4,fashion accessories|earrings,"The Tropical Earring is a fun and playful accessory inspired by tropical elements. Featuring vibrant colors and a lively design, it's perfect for adding a touch of summer to your look.",https://cdn.dummyjson.com/product-images/womens-jewellery/tropical-earring/1.webp
185,Black & Brown Slipper,womens-shoes,Comfort Trends,19.99,2.53,footwear|slippers,"The Black & Brown Slipper is a comfortable and stylish choice for casual wear. Featuring a blend of black and brown colors, it adds a touch of sophistication to your relaxation.",https://cdn.dummyjson.com/product-images/womens-shoes/black-&-brown-slipper/1.webp
186,Calvin Klein Heel Shoes,womens-shoes,Calvin Klein,79.99,4.92,footwear|heel shoes,"Calvin Klein Heel Shoes are elegant and sophisticated, designed for formal occasions. With a classic design and high-quality materials, they complement your stylish ensemble.",https://cdn.dummyjson.com/product-images/womens-shoes/calvin-klein-heel-shoes/1.webp
187,Golden Shoes Woman,womens-shoes,Fashion Diva,49.99,3.26,footwear|women's shoes,"The Golden Shoes for Women are a glamorous choice for special occasions. Featuring a golden hue and stylish design, they add a touch of luxury to your outfit.",https://cdn.dummyjson.com/product-images/womens-shoes/golden-shoes-woman/1.webp
188,Pampi Shoes,womens-shoes,Pampi,29.99,3.05,footwear|casual shoes,"Pampi Shoes offer a blend of comfort and style for everyday use. With a versatile design, they are suitable for various casual occasions, providing a trendy and relaxed look.",https://cdn.dummyjson.com/product-images/womens-shoes/pampi-shoes/1.webp
189,Red Shoes,womens-shoes,Fashion Express,34.99,3.25,footwear|women's shoes,"The Red Shoes make a bold statement with their vibrant red color. Whether for a party or a casual outing, these shoes add a pop of color and style to your wardrobe.",https://cdn.dummyjson.com/product-images/womens-shoes/red-shoes/1.webp
190,IWC Ingenieur Automatic Steel,womens-watches,IWC,4999.99,2.93,watches|luxury watches,"The IWC Ingenieur Automatic Steel watch is a durable and sophisticated timepiece. With a stainless steel case and automatic movement, it combines precision and style for watch enthusiasts.",https://cdn.dummyjson.com/product-images/womens-watches/iwc-ingenieur-automatic-steel/1.webp
191,Rolex Cellini Moonphase,womens-watches,Rolex,15999.99,3.83,watches|luxury watches,"The Rolex Cellini Moonphase watch is a masterpiece of horology. Featuring a moon phase complication, it showcases the craftsmanship and elegance that Rolex is renowned for.",https://cdn.dummyjson.com/product-images/womens-watches/rolex-cellini-moonphase/1.webp
192,Rolex Datejust Women,womens-watches,Rolex,10999.99,2.86,watches|luxury watches|women's watches,"The Rolex Datejust Women's watch is an iconic timepiece designed for women. With a timeless design and a date complication, it offers both elegance and functionality.",https://cdn.dummyjson.com/product-images/womens-watches/rolex-datejust-women/1.webp
193,Watch Gold for Women,womens-watches,Fashion Gold,799.99,4.24,watches|women's watches,"The Gold Women's Watch is a stunning accessory that combines luxury and style. Featuring a gold-plated case and a chic design, it adds a touch of glamour to any outfit.",https://cdn.dummyjson.com/product-images/womens-watches/watch-gold-for-women/1.webp
194,Women's Wrist Watch,womens-watches,Fashion Co.,129.99,3.52,watches|women's watches,"The Women's Wrist Watch is a versatile and fashionable timepiece for everyday wear. With a comfortable strap and a simple yet elegant design, it complements various styles.",https://cdn.dummyjson.com/product-images/womens-watches/women's-wrist-watch/1.webp
